precinct,region,district,city,lat,lng,voters,ballots,voted,preterm,atHome,electionDay,Dmitriev,Kanopackaya,Lukashenko,Tikhanovskaya,Cherechen,againstAll,invalidBallots,totalBallots,spoiledBallots,unusedBallots,noReport,violations,TikhanovskayaPercentage,turnout,LukashenkoPercentage,outsideBelarus
03-096-0003,Гомельская,Мозырский,Мозырь,52.04047070000001,29.2774956,2435.0,1948.0,1945,566.0,41.0,1338.0,16.0,9,1651,244,6.0,19.0,,,,,False,,0.12544987146529563,0.8,0.8488431876606684,False
03-096-0004,Гомельская,Мозырский,Мозырь,52.0340969,29.260473699999995,2498.0,2373.0,2373,1167.0,19.0,1187.0,9.0,3,1583,597,22.0,133.0,25.0,2510.0,1.0,136.0,False,2.0,0.2515802781289507,0.9499599679743795,0.6670880741677202,False
03-096-0005,Гомельская,Мозырский,Мозырь,52.035152000000004,29.262610700000003,2680.0,2555.0,2427,790.0,27.0,1610.0,26.0,25,1974,225,11.0,120.0,46.0,2680.0,0.0,253.0,False,15.0,0.09270704573547589,0.9533582089552238,0.8133498145859085,False
03-096-0008,Гомельская,Мозырский,Мозырь,52.04542,29.2578381,1451.0,1179.0,1179,227.0,103.0,849.0,26.0,19,608,397,18.0,104.0,7.0,1520.0,,341.0,False,4.0,0.33672603901611536,0.8125430737422468,0.5156912637828668,False
03-096-0009,Гомельская,Мозырский,Мозырь,52.0441995,29.2496717,1119.0,1074.0,1074,514.0,18.0,542.0,25.0,21,592,335,23.0,78.0,,,,,False,,0.31191806331471134,0.9597855227882037,0.5512104283054003,False
03-096-0017,Гомельская,Мозырский,Мозырь,52.056578200000004,29.2233,2132.0,1891.0,1887,882.0,38.0,967.0,21.0,26,1424,117,17.0,282.0,,,,,False,8.0,0.06200317965023847,0.8869606003752345,0.7546369899311076,False
03-096-0018,Гомельская,Мозырский,Мозырь,52.061158,29.232295299999997,2268.0,2156.0,2154,1179.0,26.0,949.0,9.0,10,1827,201,21.0,80.0,6.0,2360.0,,204.0,False,1.0,0.09331476323119778,0.9506172839506173,0.8481894150417827,False
03-096-0019,Гомельская,Мозырский,Мозырь,52.028766299999994,29.240407799999996,2092.0,1988.0,1987,1276.0,4.0,707.0,8.0,28,1768,123,20.0,35.0,5.0,2170.0,182.0,,False,1.0,0.06190236537493709,0.9502868068833652,0.8897835933568193,False
03-096-0023,Гомельская,Мозырский,Мозырь,52.034999,29.201032899999998,2040.0,1843.0,1843,993.0,20.0,830.0,51.0,39,953,606,84.0,110.0,,,,,False,1.0,0.3288117200217037,0.9034313725490196,0.5170916983179599,False
03-096-0025,Гомельская,Мозырский,Мозырь,52.0348119,29.218808399999997,1928.0,1715.0,1715,687.0,6.0,1022.0,66.0,52,1318,150,83.0,46.0,,,,,False,,0.08746355685131195,0.8895228215767634,0.7685131195335277,False
03-096-0026,Гомельская,Мозырский,Мозырь,52.0311429,29.220528899999998,2201.0,2090.0,2090,885.0,20.0,1185.0,23.0,26,1359,611,28.0,32.0,11.0,2300.0,,210.0,False,,0.2923444976076555,0.9495683780099955,0.6502392344497607,False
03-096-0031,Гомельская,Мозырский,Мозырь,52.0275779,29.2342719,2998.0,2849.0,2848,1799.0,7.0,1042.0,11.0,40,2134,576,28.0,59.0,,,,,False,,0.20224719101123595,0.9503002001334223,0.7492977528089888,False
03-096-0036,Гомельская,Мозырский,Мозырь,52.0331591,29.239370299999997,1885.0,1775.0,1774,765.0,6.0,1003.0,35.0,37,1162,427,39.0,42.0,32.0,1970.0,1.0,194.0,False,,0.2406989853438557,0.9416445623342176,0.6550169109357384,False
03-096-0038,Гомельская,Мозырский,Мозырь,52.087068200000004,29.223504100000003,1621.0,1134.0,1134,473.0,25.0,661.0,16.0,15,629,394,15.0,65.0,,,,,False,,0.3474426807760141,0.6995681677976557,0.5546737213403881,False
03-096-0039,Гомельская,Мозырский,Мозырь,52.087068200000004,29.223504100000003,2083.0,1291.0,1291,307.0,34.0,950.0,18.0,12,514,660,19.0,68.0,,,,,False,3.0,0.5112316034082107,0.6197791646663466,0.3981409759876065,False
03-096-0041,Гомельская,Мозырский,Мозырь,52.038725299999996,29.272569800000003,1642.0,1605.0,1605,146.0,13.0,1446.0,29.0,39,955,534,18.0,23.0,7.0,1700.0,1.0,94.0,False,3.0,0.33271028037383177,0.9774665042630938,0.5950155763239875,False
03-096-0043,Гомельская,Мозырский,Мозырь,52.0288352,29.207590500000002,2956.0,2810.0,2808,1685.0,5.0,1118.0,11.0,39,2199,474,28.0,52.0,5.0,3100.0,,290.0,False,,0.16880341880341881,0.9506089309878214,0.7831196581196581,False
03-096-0044,Гомельская,Мозырский,Мозырь,52.0288352,29.207590500000002,2995.0,2846.0,2846,1794.0,1.0,1051.0,8.0,10,2533,251,9.0,32.0,3.0,3140.0,2.0,292.0,False,,0.0881939564300773,0.9502504173622704,0.8900210822206606,False
03-096-0045,Гомельская,Мозырский,Мозырь,52.030269700000005,29.205033299999997,2994.0,2849.0,2842,982.0,,1860.0,37.0,9,1568,1126,21.0,73.0,8.0,3140.0,,291.0,False,2.0,0.39619985925404644,0.9515698062792252,0.5517241379310345,False
03-096-0058,Гомельская,Мозырский,агрогородок Козенки,52.017976899999994,29.1895466,1944.0,1848.0,1846,697.0,23.0,1128.0,11.0,20,1184,573,14.0,29.0,17.0,2041.0,2.0,91.0,False,3.0,0.3104008667388949,0.9506172839506173,0.6413867822318526,False
03-096-0060,Гомельская,Мозырский,деревня Новики,52.01925,29.316519,662.0,628.0,628,410.0,47.0,171.0,15.0,2,312,314,8.0,-23.0,,,,,False,,0.5,0.9486404833836858,0.4968152866242038,False
03-100-0004,Гомельская,Речицкий,Речица,52.3619941,30.4131526,1780.0,1667.0,1667,1050.0,76.0,541.0,22.0,15,1440,84,7.0,95.0,4.0,1869.0,,202.0,False,4.0,0.05038992201559688,0.9365168539325842,0.8638272345530894,False
03-100-0009,Гомельская,Речицкий,Речица,52.373071100000004,30.387190399999998,2489.0,2250.0,2248,767.0,102.0,1379.0,24.0,21,1832,317,10.0,44.0,,,,,False,2.0,0.14101423487544484,0.9039775010044194,0.8149466192170819,False
03-100-0010,Гомельская,Речицкий,Речица,52.3776334,30.3738585,,,300,,,,4.0,2,278,13,1.0,2.0,,,,,False,,0.043333333333333335,,0.9266666666666666,False
03-100-0011,Гомельская,Речицкий,Речица,52.3734041,30.3489604,1962.0,1898.0,1897,1164.0,26.0,707.0,22.0,17,1661,103,28.0,66.0,,,,,False,,0.05429625724828677,0.9673802242609582,0.8755930416447022,False
03-100-0014,Гомельская,Речицкий,Речица,52.370620200000005,30.3515478,2704.0,2433.0,2433,714.0,42.0,1719.0,32.0,25,1902,318,36.0,120.0,,,,,False,1.0,0.13070283600493218,0.8997781065088757,0.781750924784217,False
03-100-0017,Гомельская,Речицкий,Речица,52.367818299999996,30.395880199999997,1000.0,909.0,909,284.0,168.0,457.0,21.0,13,769,31,7.0,68.0,,,,,True,,0.034103410341034104,0.909,0.845984598459846,False
03-100-0025,Гомельская,Речицкий,Речица,52.368315,30.3779382,1120.0,1036.0,1036,385.0,125.0,526.0,16.0,8,899,61,5.0,47.0,,,,,False,1.0,0.05888030888030888,0.925,0.8677606177606177,False
03-100-0028,Гомельская,Речицкий,Речица,52.373391999999996,30.345975,2245.0,1787.0,1775,527.0,63.0,1185.0,23.0,11,1583,89,21.0,48.0,,,,,False,,0.05014084507042253,0.7959910913140312,0.8918309859154929,False
03-100-0045,Гомельская,Речицкий,деревня Будка,52.3272259,30.4634368,249.0,245.0,245,111.0,43.0,91.0,2.0,2,196,15,6.0,24.0,,,,,False,,0.061224489795918366,0.9839357429718876,0.8,False
03-100-0057,Гомельская,Речицкий,деревня Борщёвка,52.3422169,30.643002199999998,606.0,547.0,547,114.0,252.0,181.0,10.0,8,294,176,7.0,52.0,,,,,False,,0.3217550274223035,0.9026402640264026,0.5374771480804388,False
03-101-0008,Гомельская,Рогачевский,г. Рогачев,53.0746186,30.0511274,1389.0,1267.0,1267,338.0,47.0,882.0,38.0,5,613,477,32.0,93.0,9.0,1500.0,2.0,231.0,False,,0.3764798737174428,0.912167026637869,0.48382004735595896,False
03-101-0011,Гомельская,Рогачевский,г. Рогачев,53.100634,30.0659893,1568.0,1342.0,1342,406.0,17.0,917.0,32.0,18,623,515,43.0,111.0,,,,,False,,0.3837555886736215,0.8558673469387755,0.4642324888226528,False
03-101-0015,Гомельская,Рогачевский,г. Рогачев,53.0746186,30.0511274,1913.0,1878.0,1876,953.0,15.0,908.0,16.0,39,1297,403,9.0,112.0,,,,,False,,0.21481876332622601,0.98170412963931,0.69136460554371,False
03-101-0029,Гомельская,Рогачевский,д. Хатовня,53.28325279999999,30.533652500000002,589.0,425.0,425,216.0,45.0,164.0,4.0,7,283,101,3.0,27.0,,,,,False,,0.2376470588235294,0.7215619694397284,0.6658823529411765,False
03-101-0036,Гомельская,Рогачевский,аг. Звонец,53.2363365,30.4320936,375.0,333.0,333,159.0,28.0,146.0,10.0,8,164,117,10.0,24.0,,,,,False,,0.35135135135135137,0.888,0.4924924924924925,False
03-101-0037,Гомельская,Рогачевский,п. Ильич,53.261392,30.421950399999997,631.0,516.0,516,156.0,29.0,331.0,7.0,6,201,253,10.0,39.0,,,,,False,,0.4903100775193798,0.8177496038034865,0.38953488372093026,False
03-102-0002,Гомельская,Светлогорский,г. Светлогорск,52.63274989999999,29.7550489,1614.0,1515.0,1514,950.0,87.0,477.0,12.0,24,1284,109,11.0,74.0,,,,,False,,0.07199471598414796,0.9386617100371747,0.8480845442536328,False
03-102-0003,Гомельская,Светлогорский,г. Светлогорск,52.639674600000006,29.7300078,1575.0,1458.0,1458,616.0,48.0,794.0,15.0,16,1002,316,25.0,80.0,4.0,1650.0,1.0,191.0,False,,0.2167352537722908,0.9257142857142857,0.6872427983539094,False
03-102-0014,Гомельская,Светлогорский,г. Светлогорск,52.6356135,29.745279600000003,1656.0,1519.0,1518,947.0,29.0,542.0,8.0,24,1254,101,5.0,126.0,,,,,False,4.0,0.06653491436100131,0.9172705314009661,0.8260869565217391,False
03-102-0015,Гомельская,Светлогорский,г. Светлогорск,52.64374229999999,29.728082899999997,1742.0,1569.0,1568,995.0,8.0,565.0,8.0,25,1304,108,6.0,117.0,,,,,False,,0.06887755102040816,0.9006888633754305,0.8316326530612245,False
03-102-0017,Гомельская,Светлогорский,г. Светлогорск,52.6413576,29.7267623,1609.0,1407.0,1466,918.0,8.0,540.0,6.0,33,1222,102,5.0,92.0,6.0,1685.0,,218.0,False,,0.06957708049113233,0.8744561839651958,0.8335607094133697,False
03-102-0022,Гомельская,Светлогорский,г. Светлогорск,52.6277593,29.7164891,1675.0,1551.0,1550,956.0,18.0,576.0,11.0,32,1317,105,7.0,72.0,6.0,,,,True,3.0,0.06774193548387097,0.9259701492537313,0.8496774193548388,False
03-102-0023,Гомельская,Светлогорский,г. Светлогорск,52.6277593,29.7164891,1594.0,1472.0,1471,911.0,18.0,542.0,5.0,23,1222,101,5.0,106.0,9.0,1670.0,,198.0,False,12.0,0.06866077498300475,0.9234629861982434,0.8307273963290279,False
04-021-0002,Гродненская,Гродно - Ленинский,Гродно,53.6947199,23.816992300000003,1589.0,1434.0,1434,207.0,66.0,1161.0,24.0,14,863,456,25.0,52.0,,,,,False,13.0,0.3179916317991632,0.9024543738200126,0.601813110181311,False
04-021-0008,Гродненская,Гродно - Ленинский,Гродно,53.686432499999995,23.8346517,978.0,897.0,897,165.0,70.0,662.0,21.0,5,298,430,18.0,125.0,,,,,False,,0.4793756967670011,0.9171779141104295,0.33221850613154963,False
04-021-0011,Гродненская,Гродно - Ленинский,Гродно,53.69419839999999,23.824426100000004,1100.0,1088.0,1088,428.0,34.0,626.0,17.0,15,701,192,17.0,132.0,14.0,1100.0,3.0,9.0,False,1.0,0.17647058823529413,0.9890909090909091,0.6443014705882353,False
04-021-0022,Гродненская,Гродно - Ленинский,Гродно,53.6933426,23.805467800000002,2215.0,1971.0,1971,575.0,58.0,1338.0,48.0,50,1188,468,26.0,191.0,,,,,False,3.0,0.2374429223744292,0.8898419864559819,0.6027397260273972,False
04-021-0023,Гродненская,Гродно - Ленинский,Гродно,53.6933426,23.805467800000002,1682.0,1537.0,1537,561.0,42.0,934.0,22.0,12,878,570,15.0,40.0,,,,,False,4.0,0.3708523096942095,0.9137931034482759,0.5712426805465192,False
04-021-0032,Гродненская,Гродно - Ленинский,Гродно,53.706058299999995,23.812357300000002,1047.0,892.0,892,229.0,24.0,639.0,20.0,12,455,301,18.0,86.0,,,,,False,,0.3374439461883408,0.8519579751671442,0.5100896860986547,False
04-021-0040,Гродненская,Гродно - Ленинский,Гродно,53.700201,23.810246799999998,1365.0,1319.0,1319,479.0,62.0,778.0,32.0,63,710,376,51.0,87.0,,,,,False,,0.2850644427596664,0.9663003663003663,0.5382865807429871,False
04-021-0044,Гродненская,Гродно - Ленинский,Гродно,53.698173700000005,23.8412462,1667.0,1602.0,1602,420.0,17.0,1165.0,29.0,29,929,474,42.0,99.0,,,,,False,,0.2958801498127341,0.9610077984403119,0.579900124843945,False
04-021-0046,Гродненская,Гродно - Ленинский,Гродно,53.69989029999999,23.8503257,2800.0,2322.0,2322,595.0,13.0,1714.0,29.0,19,1185,1053,7.0,19.0,10.0,,,478.0,False,4.0,0.45348837209302323,0.8292857142857143,0.5103359173126615,False
04-021-0047,Гродненская,Гродно - Ленинский,Гродно,53.69989029999999,23.8503257,1480.0,1080.0,1070,290.0,15.0,765.0,6.0,7,556,460,8.0,26.0,7.0,1500.0,,420.0,False,5.0,0.42990654205607476,0.7297297297297297,0.5196261682242991,False
04-021-0048,Гродненская,Гродно - Ленинский,Гродно,53.69989029999999,23.8503257,1867.0,1451.0,1451,449.0,9.0,993.0,15.0,38,713,620,11.0,38.0,13.0,1900.0,3.0,411.0,False,3.0,0.4272915230875258,0.7771826459560792,0.4913852515506547,False
04-021-0062,Гродненская,Гродно - Ленинский,Гродно,53.717796299999996,23.803951899999998,1794.0,1668.0,1668,511.0,39.0,1118.0,5.0,3,997,640,8.0,7.0,8.0,1800.0,4.0,128.0,False,,0.38369304556354916,0.9297658862876255,0.5977218225419664,False
04-022-0066,Гродненская,Гродно - Октябрьский,Гродно,53.6747296,23.8092397,2294.0,2207.0,2207,1124.0,58.0,1025.0,62.0,48,1483,307,67.0,240.0,,,,,False,9.0,0.13910285455369278,0.9620749782040104,0.6719528772088809,False
04-022-0067,Гродненская,Гродно - Октябрьский,Гродно,53.674210200000005,23.8051422,2084.0,1668.0,1668,351.0,37.0,1280.0,47.0,29,427,1002,35.0,128.0,,,,,False,13.0,0.6007194244604317,0.800383877159309,0.2559952038369305,False
04-022-0068,Гродненская,Гродно - Октябрьский,Гродно,53.67406139999999,23.8034574,2291.0,2071.0,2071,789.0,83.0,1199.0,35.0,29,1101,728,37.0,141.0,,,,,False,1.0,0.3515210043457267,0.9039720646006111,0.5316272332206663,False
04-022-0069,Гродненская,Гродно - Октябрьский,Гродно,53.673649100000006,23.797348899999996,2087.0,1668.0,1668,351.0,37.0,1280.0,47.0,29,427,1002,35.0,128.0,,,,,False,,0.6007194244604317,0.7992333493052228,0.2559952038369305,False
04-022-0070,Гродненская,Гродно - Октябрьский,Гродно,53.672409,23.7669039,2293.0,1937.0,1937,343.0,72.0,1522.0,7.0,6,881,1034,4.0,5.0,,,,,False,2.0,0.5338151781104801,0.8447448757086786,0.45482705214248836,False
04-022-0074,Гродненская,Гродно - Октябрьский,Гродно,53.65675989999999,23.7786583,2497.0,2403.0,2403,698.0,6.0,1699.0,55.0,30,1015,1214,45.0,44.0,,,,,False,3.0,0.5052018310445276,0.9623548257909491,0.4223886808156471,False
04-022-0075,Гродненская,Гродно - Октябрьский,Гродно,53.6606999,23.7883123,2093.0,2014.0,2014,813.0,36.0,1165.0,19.0,15,1119,808,18.0,24.0,11.0,2100.0,1.0,85.0,False,2.0,0.4011916583912612,0.9622551361681796,0.5556107249255213,False
04-022-0076,Гродненская,Гродно - Октябрьский,Гродно,53.6606999,23.7883123,2089.0,2009.0,2009,823.0,40.0,1146.0,40.0,24,1175,591,36.0,131.0,12.0,2100.0,3.0,88.0,False,6.0,0.29417620706819314,0.9617041646720919,0.584868093578895,False
04-022-0077,Гродненская,Гродно - Октябрьский,Гродно,53.6606999,23.7883123,2191.0,1932.0,1932,856.0,35.0,1041.0,29.0,15,1215,554,25.0,69.0,25.0,2200.0,4.0,264.0,False,,0.2867494824016563,0.8817891373801917,0.6288819875776398,False
04-022-0079,Гродненская,Гродно - Октябрьский,Гродно,53.6661461,23.7937865,1092.0,1031.0,1031,493.0,47.0,491.0,23.0,35,741,146,15.0,71.0,,,,,False,,0.14161008729388944,0.9441391941391941,0.7187196896217265,False
04-022-0080,Гродненская,Гродно - Октябрьский,Гродно,53.6687777,23.790102100000002,1889.0,1677.0,1677,394.0,76.0,1207.0,28.0,18,523,955,35.0,118.0,,,,,False,,0.569469290399523,0.8877713075701429,0.3118664281454979,False
04-022-0081,Гродненская,Гродно - Октябрьский,Гродно,53.6687777,23.790102100000002,2094.0,2067.0,2067,693.0,48.0,1326.0,53.0,51,1057,803,42.0,61.0,,,,,False,,0.3884857281083696,0.9871060171919771,0.5113691340106434,False
04-022-0082,Гродненская,Гродно - Октябрьский,Гродно,53.66733589999999,23.8068921,2100.0,2058.0,2058,376.0,40.0,1642.0,20.0,14,1296,535,26.0,167.0,,,,,False,,0.2599611273080661,0.98,0.6297376093294461,False
04-022-0083,Гродненская,Гродно - Октябрьский,Гродно,53.6657667,23.8193035,2487.0,2238.0,2237,974.0,61.0,1203.0,30.0,34,1521,381,34.0,209.0,28.0,2500.0,262.0,,False,3.0,0.170317389360751,0.8998793727382388,0.6799284756370139,False
04-022-0085,Гродненская,Гродно - Октябрьский,Гродно,53.6557254,23.8104025,892.0,815.0,815,122.0,42.0,651.0,18.0,9,262,449,12.0,65.0,,,,,False,,0.550920245398773,0.9136771300448431,0.3214723926380368,False
04-022-0087,Гродненская,Гродно - Октябрьский,Гродно,53.6477432,23.8285908,1287.0,1226.0,1221,559.0,5.0,657.0,32.0,27,589,407,16.0,134.0,16.0,1300.0,,74.0,False,,0.3333333333333333,0.9526029526029526,0.4823914823914824,False
04-022-0089,Гродненская,Гродно - Октябрьский,Гродно,53.6240838,23.8071157,2588.0,2096.0,2096,506.0,10.0,1579.0,15.0,12,1299,352,22.0,396.0,,,,,False,5.0,0.16793893129770993,0.8098918083462133,0.6197519083969466,False
